,date,msg,year,month,days,Month_Name,Day_Name,date_is_weekend
415,2012-04-01 23:52:00,А говорите могем. КУБАСОВ,2012,1,April,April,Sunday,weekend
416,2014-04-11 22:47:00,. М 37л. Ищет д/ж. Для жизни ! Т 093 5000 297... Смс !,2014,11,April,April,Friday,weekday
417,2016-10-09 01:32:00,Серёжа  41  Северодонецк. Девушки  звоните! В интернете: +380663466792,2016,9,October,October,Sunday,weekend
418,2015-11-12 23:00:00,Классный п 23) подружусь с девушкой 063 373 2678,2015,12,November,November,Thursday,weekday
419,2013-10-15 01:26:00,Пообщаюсь с приятной ДЕВУШКОЙ Мне 30 Макс Днепр0679725582 задер.плиз,2013,15,October,October,Tuesday,weekday
420,2013-11-19 23:54:00,ДН-ЖИНСК  п+. ММС.098 004 88 37,2013,19,November,November,Tuesday,weekday
421,2014-05-30 23:02:00,симп п встретится с д/ж для ио 0993125361,2014,30,May,May,Friday,weekday
422,2015-02-12 00:44:00,Хороший мальчик 36 л.  спонсор для плохой девочки 0968883587,2015,12,February,February,Thursday,weekday
423,2013-08-06 00:17:00,ОДИ-КИЙ П26л ИЩУ ДЕВ 18-27Л ХОЧУ ОБЩ ЛАСКИ И НЕЖНОСТИ С/О 0957767347,2013,6,August,August,Tuesday,weekday
424,2013-03-11 00:20:00,кому нужна жена??? вкусно готовлю Ксеня,2013,11,March,March,Monday,weekday
425,2015-08-22 23:10:00,Познакомлюсь с милой девушкой для с/о Днепр 063 477 17 00,2015,22,August,August,Saturday,weekend
426,2013-11-21 02:00:00,Вика 27л ищу своего принца.где ты???????,2013,21,November,November,Thursday,weekday
427,2014-08-20 23:45:00,ДНЕПР М33 ИЩЕТ КРУПНУЮ  Ж ДО  50 ДЛЯ С/О 0930450369,2014,20,August,August,Wednesday,weekday
428,2013-01-14 00:29:00,.ИЩЮ ДЕВУШКУ 20-24Л ДЛЯ С/О.,2013,14,January,January,Monday,weekday
429,2012-06-13 00:35:00,п 30л познакомлюсь с девушкой для встречь 0988767336 придержи.,2012,13,June,June,Wednesday,weekday
430,2014-07-04 23:33:00,БРЮНЕТ 37\\193\\93 ПОЗН.С ЖЕНЩИНОЙ ДЛЯ ВСТРЕЧ.063 405 06 06,2014,4,July,July,Friday,weekday
431,2012-04-06 01:09:00,Пообщаюсь с девушкой от 23 лет 0977768796 ДНЕПР ЗВОНИ!,2012,6,April,April,Friday,weekday
432,2012-09-16 00:34:00,парень  42 лет ищет пару мущ и жен 0982358952 смс,2012,16,September,September,Sunday,weekend
433,2014-04-18 00:04:00,Профессионально нарисую портрет любой Д . зад. мод Димка,2014,18,April,April,Friday,weekday
434,2014-07-28 00:28:00,ВСТРЕЧЮСЬ С ДЕВУШКОЙ СЕЙЧАС Я НА АВТО,2014,28,July,July,Monday,weekday
435,2012-10-14 23:47:00,Красивая девушка на сей час 0935194947,2012,14,October,October,Sunday,weekend
436,2012-11-18 00:28:00,Ваня 17 лет познакомиться с девушкой 16-18 лет для с/о            0666254218 задержи плиз,2012,18,November,November,Sunday,weekend
437,2015-12-16 23:05:00,Для с.о. с.с. познакомлюсь с д. ж. 35-40 лет 0677184447 смс ммс звонки,2015,16,December,December,Wednesday,weekday
438,2012-09-16 00:17:00,макс я тебя очень люблю!жду!!твоя еленка.адм.пост.149.,2012,16,September,September,Sunday,weekend
439,2012-08-07 00:48:00,Познакомлюсь с приятной девушкой ! Сергей 22. 0990968398,2012,7,August,August,Tuesday,weekday
440,2016-06-24 00:09:00,МУЖЧИНА ИЩЕТ ЖЕНЩИНУ ДЛЯ И.О. ДНЕПР 0669203531,2016,24,June,June,Friday,weekday
441,2013-12-28 01:31:00,познакомлюсь с дев. Для с/о 18-20лет ваня!0993102629,2013,28,December,December,Saturday,weekend
442,2014-07-26 00:20:00,есть плохие девочки?  063  410 6482,2014,26,July,July,Saturday,weekend
443,2013-11-11 00:50:00,шальная девченка познакомится с таким же парнем тут есть такие?,2013,11,November,November,Monday,weekday
444,2016-03-19 23:39:00,хочу встречи с пышкой и не только 0954448267,2016,19,March,March,Saturday,weekend
445,2014-10-09 00:56:00,ищу ж от 50 для ио приеду 0675980938,2014,9,October,October,Thursday,weekday
446,2013-09-03 00:01:00,женя где и когда,2013,3,September,September,Tuesday,weekday
447,2014-03-07 00:20:00,СИМП. ПАРЕНЬ 28 ХОЧУ В ГОСТИ К ДЕВУШКЕ  смс зв.Есть мтс 098 035 0111,2014,7,March,March,Friday,weekday
448,2014-11-09 00:19:00,Милые Красавицы мне скучно ну проста пипец звоните 097-014-70-54 есть лайф.Блондинка звони или,2014,9,November,November,Sunday,weekend
449,2013-03-18 00:39:00,к. яна я тебя люблю! ты самая лутшая!=*,2013,18,March,March,Monday,weekday
450,2013-04-13 23:22:00,. Поцелую Даму от 30. 067 731 33 02.,2013,13,April,April,Saturday,weekend
451,2014-05-09 01:14:00,Ищу д. для редких встреч 097-57-55-794 Серж,2014,9,May,May,Friday,weekday
452,2012-09-30 00:04:00,2 парня 20-23г. Ждут девушек в гости. 380937051809,2012,30,September,September,Sunday,weekend
453,2012-11-11 01:40:00,Мужчин а  познакомится с  п арнем  СМС  095 064 45 52,2012,11,November,November,Sunday,weekend
454,2014-05-25 00:41:00,ПАРЕНЬ 25лет П0ЗНАКОМЛЮСЬ С ДЕВУШКОЙ 23-25лет.ЖДУ СМС ЗВН.0662054334,2014,25,May,May,Sunday,weekend
455,2014-01-02 23:21:00,Если мне не позвонят я засну! разбудите пожалуста страсть! Руслана звони,2014,2,January,January,Thursday,weekday
456,2012-05-29 00:15:00,П 26л ищу Дев для сер/отн с Днепра.0980951026,2012,29,May,May,Tuesday,weekday
457,2016-05-09 00:47:00,ЕСТЬ ЖЕНЩИНЫ ДЛЯ ЗДОРОВЬЯ С ЗАПОРОЖЬЯ? Я СЕРГЕЙ 0986098255,2016,9,May,May,Monday,weekday
458,2016-12-24 22:53:00,где ты моя полненькая душка? Мне 41 Днепр 0635723769,2016,24,December,December,Saturday,weekend
459,2016-05-08 00:54:00,девушки два парня скучают без вас!0967601064Админ придержи плиз!,2016,8,May,May,Sunday,weekend
460,2013-11-06 01:14:00,Катя  с др тебя от всего класса,2013,6,November,November,Wednesday,weekday
461,2012-10-06 01:46:00,клёвый клип! люблю его!,2012,6,October,October,Saturday,weekend
462,2012-12-08 00:32:00,я уволен в запас я дембель  я дома. Ура!  постав майданова,2012,8,December,December,Saturday,weekend
463,2012-03-17 00:16:00,парень ищит мужчину 063 104 96 55,2012,17,March,March,Saturday,weekend
464,2013-10-15 01:46:00,Ищу красивую стройную честную девушку от22-25лет желательно с села,2013,15,October,October,Tuesday,weekday
465,2012-03-17 01:16:00,Днепр.Позн. с привлекательной девушкой до 30 для с/о 0971781498,2012,17,March,March,Saturday,weekend
466,2014-11-12 01:08:00,ПАРЕНЬ СКУЧАЕТ И ХОЧЕТ ВСТРЕЧ С ДЕВ СЕЙЧАС ЗВ. 099 152 94 91,2014,12,November,November,Wednesday,weekday
467,2014-07-07 01:21:00,Дима 30/182/82 ухожен интересен с чувством юмора здоров 096-322-90-53 только для Жанны админ задержи плиз,2014,7,July,July,Monday,weekday
468,2015-11-27 23:43:00,ДЕВ.34 ПОЗН.С ОБЕСП.МУЖ. есть дети 066.644.1387 Днепр,2015,27,November,November,Friday,weekday
469,2014-07-09 01:20:00,ухахахахха..злобный смехх х ха хаа хааа ххааааааа,2014,9,July,July,Wednesday,weekday
470,2014-06-25 00:11:00,М   41.185.75. Интересные женщ.есть? Днепродзержинск.0639642652,2014,25,June,June,Wednesday,weekday
471,2016-05-20 23:31:00,М 45 познак. с жен. из Днепро-вска с/о Т.097-560-52-06,2016,20,May,May,Friday,weekday
472,2012-07-02 01:04:00,ИЩУ СИПМ.ДЕВ.ДО22 ЗВ.ПИШ.0937801619 0937801619 0937801619 АД.ЗАД.ПЛЗ,2012,2,July,July,Monday,weekday
473,2013-07-31 00:49:00,обосп Ж 35 ищу М до 25 для ои Валентина,2013,31,July,July,Wednesday,weekday
474,2014-09-22 23:36:00,М55.ищу.д.ж.и.о.ласкаю.можн.замуж.неч.вст.,2014,22,September,September,Monday,weekday
475,2013-11-01 01:52:00,Познакомлюсь с Глав.Бух-тершей для совмесного перещёта моих милионов,2013,1,November,November,Friday,weekday
476,2015-08-12 00:34:00,приглашаю дев сем пару прогулятся по набережной+вино и легкий экстрим 0675148224задержи.,2015,12,August,August,Wednesday,weekday
477,2012-11-18 01:37:00,СИМП НЕЖНЫЙ ПАРЕНЬ ПРИГЛАСИТ ЖИТЬ МУЖЧИНУ,2012,18,November,November,Sunday,weekend
478,2012-05-29 00:08:00,познакомлюсь с красивой яркой девушкой жду фото 093 25 17 0 27,2012,29,May,May,Tuesday,weekday
479,2012-06-04 00:53:00,5Приветик прекрасные звоните збрасуйте пререзваню.0999682496,2012,4,June,June,Monday,weekday
480,2014-06-20 22:33:00,ДН-ЖИНСК М49 ПРИГЛАСИТ ВЗРОСЛУЮ ДЕВУШКУ ММS 097 269 0092,2014,20,June,June,Friday,weekday
481,2014-02-19 01:16:00,уеду с красивым умн. адыкватн. М на край света Наташа 26,2014,19,February,February,Wednesday,weekday
482,2014-07-20 01:09:00,красивая стройная...ищу такого же парня для реализации свех фантазий! Елена,2014,20,July,July,Sunday,weekend
483,2016-02-14 22:47:00,М приглашаю симпатичную д/ж можно с подругой приятно провести время 0987170107,2016,14,February,February,Sunday,weekend
484,2012-06-02 23:47:00,ГОЛЬФ ПРИВ ПАПУЛЯ-РОДНУЛЯ.Я УЖЕ ДОМА.ЖАЛЬ ЧТО ТЫ НЕ ДОМА.ЛЮБЛЮ.ЦЁМ,2012,2,June,June,Saturday,weekend
485,2013-06-08 00:18:00,п+м реальные встречи ищу А.,2013,8,June,June,Saturday,weekend
486,2015-02-05 00:12:00,ДЕВУШКА ПОЗНАКОМИТСЯ С ИНТЕРЕСНЫМ ПАРНЕМ ДЛЯ ДУШИ 067-35-72-179 ДН-ЖИНСК,2015,5,February,February,Thursday,weekday
487,2013-09-13 23:41:00,муж 38 поз с д/ж 35/50 для с/о можно с ребёнком 0631251194.,2013,13,September,September,Friday,weekday
488,2012-05-25 02:29:00,парни все спят?...а тут девушки скучают!!! Анюта,2012,25,May,May,Friday,weekday
489,2016-07-08 23:57:00,Мальчик-мили ищет Г о  с П о ж у,2016,8,July,July,Friday,weekday
490,2014-08-18 22:55:00,ПАРЕНЬ ПОЗНАКОМЛЮСЬ С НОРМАЛЬНОЙ ДЕВУШКОЙ.18-23Л.063-11-62-584.СМС.,2014,18,August,August,Monday,weekday
491,2016-03-26 23:56:00,есть в чате волшебник с палочкой?прилети ко мне я сама. Ольга,2016,26,March,March,Saturday,weekend
492,2014-07-17 00:46:00,худенькая хрупкая я помогу в защите и не только!!!! 0666925424,2014,17,July,July,Thursday,weekday
493,2016-02-24 23:36:00,Девушки кому нужен муж на час а можно и дольше?,2016,24,February,February,Wednesday,weekday
494,2016-12-09 23:59:00,очаровательная девушка немножко пьяная побудет рядом с сильным мужиком.,2016,9,December,December,Friday,weekday
495,2016-01-04 00:29:00,ИЩЮ НОРМАЛЬНУЮ ДЕВУШКУ   МНЕ 23 ДНЕПР 0630429680,2016,4,January,January,Monday,weekday
496,2013-11-21 01:00:00,рожу детей готовлю борщ голова не болит МАРИНА ГДЕ ТЫ МУЖ?,2013,21,November,November,Thursday,weekday
497,2013-11-30 00:24:00,Разочаровалась в мужчинах! теперь мне все ранво с кем и когда? М за 40 Вы гдЕ? Жанна,2013,30,November,November,Saturday,weekend
498,2013-05-24 00:50:00,Привет! Парень познакомится с Девушкой для С/О Мне 21. 0996553718..,2013,24,May,May,Friday,weekday
499,2012-10-24 23:19:00,Зав.сел. любимый  мой  здравствуй  солнышко ! Всё будет хорошо ! Я тебя очень люблю  больше жизни и целую. Спок.ночи.,2012,24,October,October,Wednesday,weekday
500,2015-02-20 00:36:00,ПОЗНАКОМЛЮСЬ С ПЫШКОЙ 0684125864,2015,20,February,February,Friday,weekday
501,2012-02-26 01:29:00,М.43 ИЩЕТ ЖЕНЩИНУ 40-55 ЛЕТ ДЛЯ ЖИЗНИ.ДНЕПР. 095-924-72-96. СМС.,2012,26,February,February,Sunday,weekend
502,2012-01-19 00:56:00,Користувач Гicть проголосував ЗА кліп GUF — Ice Baby. Код 056.,2012,19,January,January,Thursday,weekday
503,2013-07-13 23:48:00,симпатичный П30 ищет и/о сейчас на Кирова0634314862,2013,13,July,July,Saturday,weekend
504,2013-06-20 00:23:00,если девушки готовые на откровения звоните,2013,20,June,June,Thursday,weekday
505,2014-02-24 01:00:00,Люба ищу своего бойфренда 33 г,2014,24,February,February,Monday,weekday
506,2015-02-14 23:04:00,парень ищет не скромную девушку 063 410 6482,2015,14,February,February,Saturday,weekend
507,2016-05-17 23:32:00,М42 ПОЦЕЛУЮ НИЗ ЖИВОТИКА ДЕВУШКЕ 30/45 ДНЕПР НЕ КОММЕРЦИЯ 0986470662,2016,17,May,May,Tuesday,weekday
508,2015-09-28 22:47:00,поцелую женщине...0666608116,2015,28,September,September,Monday,weekday
509,2014-02-15 01:12:00,ласковая кошечка ищет своего ночного котика,2014,15,February,February,Saturday,weekend
510,2013-09-01 00:45:00,. М познакомится с. Д. Ж для  И./ 0 25-30л. 0936217099,2013,1,September,September,Sunday,weekend
511,2013-03-04 23:03:00,парень ищет нормальную девушку для жизни  сначала ммс смс.,2013,4,March,March,Monday,weekday
512,2016-01-15 02:22:00,0990867135. М. 42 . Девчёнки правый АУ----,2016,15,January,January,Friday,weekday
513,2012-11-19 23:37:00,Новомоск.с.п ищет муж.с крупн.Сейчас0634196625,2012,19,November,November,Monday,weekday
514,2014-10-17 23:44:00,Пар ищет Дев для с\\от Дн-нск 0965602207 смс,2014,17,October,October,Friday,weekday
515,2014-09-20 01:03:00,Есть толковый парень? желательно без пошлостей. Маша. 26 лет,2014,20,September,September,Saturday,weekend
516,2014-11-29 01:21:00,пообщаюсь с ласковой кошечкой 067 560 10 95,2014,29,November,November,Saturday,weekend
517,2012-02-25 02:00:00,РАК+КОЗЕРОГ,2012,25,February,February,Saturday,weekend
518,2013-09-19 23:19:00,КисяПереживаюЧеловекВоВторникНеПозвонилЗавтраНаберуСамаЯемуВсеПеречислилаУменяВсеОкЛю,2013,19,September,September,Thursday,weekday
519,2015-01-24 22:51:00,Познакомлюсь с девушкой женщиной с днепра 0973697193,2015,24,January,January,Saturday,weekend
520,2014-07-28 22:12:00,Днепр заберу стройную дев до40 на кофе сечас 0665739952ммс,2014,28,July,July,Monday,weekday
521,2014-05-20 23:34:00,Днепр Пар 30лет познак с Жен 40-50лет для встречь 093-011-85-54 СМС,2014,20,May,May,Tuesday,weekday
522,2015-09-17 00:38:00,Свободный  м.Ищит д/ж для с/о до 40 лет.098 527 72 14,2015,17,September,September,Thursday,weekday
523,2012-04-21 01:16:00,ИЩУ ДЕВУШКУ-ОТ УЖЕ МОЖНО ДО ЕЩЕ МОЖНО;0999365859;ЖДУ ММС.есть смелые,2012,21,April,April,Saturday,weekend
524,2016-12-29 00:24:00,Пар32 поцелую дев жен прелести до орг-ма 066 033 51 81,2016,29,December,December,Thursday,weekday
525,2015-06-21 00:44:00,Мамуличка ты у меня самая лучшая!!!Твоя Кристиночка,2015,21,June,June,Sunday,weekend
526,2015-08-01 23:39:00,Парень поцелует девушке  .... т.0971374973,2015,1,August,August,Saturday,weekend
527,2014-05-27 00:25:00,мне 33 ищу   девушку для новых отношений..днепр 0980105113,2014,27,May,May,Tuesday,weekday
528,2012-12-31 01:02:00,Познакомлюсь с состоятельным парнем на авто ММС 063. 183. 78. 86,2012,31,December,December,Monday,weekday
529,2012-07-13 23:53:00,парень ище девушку для с/О.ДНЕПР.0978512794,2012,13,July,July,Friday,weekday
530,2014-10-16 01:22:00,Есть любительницы экстрима?,2014,16,October,October,Thursday,weekday
531,2014-07-31 23:14:00,М 43 познак. с жен. из Днепро-вска с/о Т.063-709-57-55,2014,31,July,July,Thursday,weekday
532,2014-05-29 22:43:00,устала от быта хочу любви и романтики.просто встречи номер не могу оставить Каролина,2014,29,May,May,Thursday,weekday
533,2014-08-16 23:53:00,Мужч  40 170 75 ищет друга смс ммс 0994283423,2014,16,August,August,Saturday,weekend
534,2014-12-14 01:23:00,. Мне 38 поцелую женщине 50-55лет. Жду смс.фото. Днепр!! 0962820419,2014,14,December,December,Sunday,weekend
535,2016-10-05 23:20:00,П.33  позн.со взрослой горячей развратницей 095 852 50 57,2016,5,October,October,Wednesday,weekday
536,2013-05-24 00:33:00,.парень.ищу красивую с малюткой,2013,24,May,May,Friday,weekday
537,2015-11-19 23:24:00,п27кр дев где вы?приеду.Днепр0974402854,2015,19,November,November,Thursday,weekday
538,2014-02-06 23:45:00,Ищю мужа и отца для моего ребёнка. Мне 20л. Звоните,2014,6,February,February,Thursday,weekday
539,2014-05-31 01:58:00,сим П  26ищу Д для сер.отн.0985925276,2014,31,May,May,Saturday,weekend
540,2015-03-06 00:29:00,м26познакомлюсь с Девушкой:-)..,2015,6,March,March,Friday,weekday
541,2015-05-31 00:25:00,Днепр п28 ищет дев20-25 для интима сейчас  шампанское0932028782,2015,31,May,May,Sunday,weekend
542,2013-10-21 00:48:00,обосп Ж 35 ищу М до 25 для ои Валентина,2013,21,October,October,Monday,weekday
543,2012-11-19 01:52:00,я тебя любила и запомни и т.д. -кто написал  отзовитесь пож! 0 6 7  5 6 З  9 9  1 9,2012,19,November,November,Monday,weekday
544,2015-01-14 00:17:00,Андрюшка  я люблю тебя больше всех! Ты удивительный! Твоя Машка :*,2015,14,January,January,Wednesday,weekday
545,2012-11-07 01:47:00,П 26 Днепр  ищу */о с Д на** 063 373 88 34. Заранее спасибо.,2012,7,November,November,Wednesday,weekday
546,2014-07-13 00:26:00,Девушки званите парень скучает только Донецк для всего 0994731714,2014,13,July,July,Sunday,weekend
547,2012-08-09 00:58:00,.админ     здорова были код.144    зарание,2012,9,August,August,Thursday,weekday
548,2014-05-10 01:04:00,ищю дев-жен до40л для и/о п30л смс098 795 62 13 зад пож,2014,10,May,May,Saturday,weekend
549,2015-05-03 23:32:00,ищу любовницу  097-57-55-794 смс,2015,3,May,May,Sunday,weekend
550,2016-02-14 23:03:00,всех с праздничком*настроение паршивое((пообщаюсь с адекватным парнем 0969046095 Днепр. Дев 26 лет. Всем любви))*,2016,14,February,February,Sunday,weekend
551,2014-11-10 23:17:00,Познакомлюсь с парнем с авто для серьёзных отношений. Днепр. 0973604933,2014,10,November,November,Monday,weekday
552,2012-03-29 23:56:00,Ищу обеспеченого парня для сер/отн Юля 19 лет 063-765-33-35 СМС,2012,29,March,March,Thursday,weekday
553,2014-06-28 00:50:00,БОЛИТ ЗУБ! как вырвать без врача?Я их боюсь)),2014,28,June,June,Saturday,weekend
554,2012-12-29 23:26:00,18 09 МYЖ Я  ТEБЯ OЧ ЛЮБЛЮ Я БЛAГOДAPНA БOГY ЧТO ВCТP ТEБЯ,2012,29,December,December,Saturday,weekend
555,2014-11-01 00:44:00,Хочу  чтобы меня анексировали. Тоня,2014,1,November,November,Saturday,weekend
556,2012-10-07 01:42:00,ПАРЕНЬ ПОЗН.С ЖЕНЩ.ДЛЯ C/О-066-877-32-44 СЕЙЧАС ПРИЕДУ,2012,7,October,October,Sunday,weekend
557,2013-10-31 00:59:00,Мотокроссмен 80-х прокатит без претензий.Андрэ,2013,31,October,October,Thursday,weekday
558,2014-10-06 00:00:00,сумасшедшая капризная зато какая страстная нужна такая?,2014,6,October,October,Monday,weekday
559,2013-05-13 00:44:00,голова не болит   готовить умею   футбол люблю!:) Ира,2013,13,May,May,Monday,weekday
560,2014-12-15 01:23:00,ЖИЗНЬ ВОРАМ БРАТВЕ ЕДИНСТВА... ФАРТУ МАСТИ И КРЕПКОГО ШАГА ПО ЖИЗНИ,2014,15,December,December,Monday,weekday
561,2013-06-13 01:46:00,обеспеченая Ж 30 ищу любовника для встречь на моей територии Надя,2013,13,June,June,Thursday,weekday
562,2014-09-23 22:45:00,п39 позн с худенк дев067 560 24 93,2014,23,September,September,Tuesday,weekday
563,2013-05-10 23:04:00,ПРИВЕТ ДОРОГОЙ БЕЗУМНО ХОЧУ К ТЕБЕ НАДО ЕЩЕ НЕМНОГО ПОТЕРПЕТЬ ЦЕМКИ,2013,10,May,May,Friday,weekday
564,2012-07-24 00:23:00,Симп. Пара ищет симп. пару 20-35 для интима СЕЙЧАС к нам! 0677863525,2012,24,July,July,Tuesday,weekday
565,2013-09-03 23:17:00,жизнь 05.09.95,2013,3,September,September,Tuesday,weekday
566,2013-04-18 00:43:00,парень зделает Д/Ж приятна па тел 0976727407 делаю приятна,2013,18,April,April,Thursday,weekday
567,2014-09-01 23:32:00,ХОЧУ С СЕП/ПАР 095-02-005-33,2014,1,September,September,Monday,weekday
568,2014-06-25 22:55:00,ИЩЮ ДЕВУШКУ С Ч\\Ю П.25Л 0993041437,2014,25,June,June,Wednesday,weekday
569,2014-05-06 23:34:00,есть плохие девочки 093 201 3324?,2014,6,May,May,Tuesday,weekday
570,2012-02-03 01:12:00,парень 24 лет  познакомитца с девушкай для с/о 0994272801,2012,3,February,February,Friday,weekday
571,2014-08-05 00:03:00,ПРИГЛАШУ НА НОЧНОЙ ПЛЯЖ СТРОЙНУЮ МАЛЫШКУ.ПРИЕДУ ЗАБЕРУ..066 780 39 08,2014,5,August,August,Tuesday,weekday
572,2014-10-20 01:40:00,плохая девочка Ира ищет хорошего мальчика.будет по-плохому но хорошо!пишите номера;),2014,20,October,October,Monday,weekday
573,2012-07-17 00:38:00,М. 40 познакомлюсь с замужней женщиной 0677607326,2012,17,July,July,Tuesday,weekday
574,2012-03-30 00:29:00,. П. Ищет ласкового друга . Можно  все. Смс  0986061998,2012,30,March,March,Friday,weekday
575,2015-11-26 22:59:00,Хочу сделать приятно сладкому парню. Даша,2015,26,November,November,Thursday,weekday
576,2015-03-08 23:05:00,м.40.Днепр.Ищу дев/жен для встреч.0967074319.Только смс.,2015,8,March,March,Sunday,weekend
577,2014-04-24 23:00:00,я П ищу Д инт тел 0634733074 Днепр,2014,24,April,April,Thursday,weekday
578,2015-01-31 01:32:00,Парень 24. Ищу девушку. 0664887905,2015,31,January,January,Saturday,weekend
579,2016-02-20 00:01:00,м би +м би  с м с о себе  0993772832,2016,20,February,February,Saturday,weekend
580,2012-05-06 01:13:00,МУЖЧ ПОЗНАК С М СМС 068 448 40 83,2012,6,May,May,Sunday,weekend
581,2016-04-01 23:57:00,Позн. с невысокой дев. для встреч 073-028-05-33 смс,2016,1,April,April,Friday,weekday
582,2016-08-06 00:26:00,М позн с Жот40 для встреч.Снач.смс.Днепр.068 775 6645.,2016,6,August,August,Saturday,weekend
583,2013-05-01 00:10:00,ПАРЕНЬ ПОЗНАКОМИТСЯ С ДЕВУШКОЙ ДЛЯ С\\О ЗВОНИТЕ ПИШИТЕ 0667040528,2013,1,May,May,Wednesday,weekday
584,2016-07-29 00:10:00,ПАРЕНЬ ПОЗН.С 1-й 2-я ДЕВ/ЖЕНЩ.ДЛЯ И/О- 066-201-11-22  сейчас приеду,2016,29,July,July,Friday,weekday
585,2013-07-28 01:59:00,симпатичный парень 42г приедит к дев.женщ 35-50лет для и.о.порядочность гарантирую  есть авто 0993150343,2013,28,July,July,Sunday,weekend
586,2014-10-26 23:29:00,ПОЗНАКОМЛЮСЬ С ДЕВУШКОЙ ДЛЯ С/О 0999581233,2014,26,October,October,Sunday,weekend
587,2014-01-17 00:00:00,Ищу ПЫШНУЮ и РАЗВР ДЕВУШКУ КОТОРАЯ ХОЧЕТ ЛАСКИ 0660182086 пишите,2014,17,January,January,Friday,weekday
588,2012-05-03 01:16:00,симп паре 25лет поз с милой девушкой с/о 093 921 25 70задер,2012,3,May,May,Thursday,weekday
589,2012-12-27 23:49:00,Користувач РЭД проголосував ЗА кліп Валерий Меладзе — Небеса. Код 159.,2012,27,December,December,Thursday,weekday
590,2014-01-10 23:00:00,Ищу некурящего П для с.о. 30-34 лет СМС 0638142422,2014,10,January,January,Friday,weekday
591,2014-02-16 01:13:00,Толя 29 хочу и.о с Д/Ж,2014,16,February,February,Sunday,weekend
592,2014-03-26 01:23:00,Парень познакомлюсь с девушкой 0504840603,2014,26,March,March,Wednesday,weekday
593,2015-01-31 00:40:00,п.поцелую девушке0934514694,2015,31,January,January,Saturday,weekend
594,2015-03-24 23:50:00,хочу Д/Ж по с м с 0979168706,2015,24,March,March,Tuesday,weekday
595,2012-05-14 01:40:00,ИЩУ ДЕВ НЕ ВЫШЕ160СМ ОТ18-23ОДИНОКУЮ ДЛЯ С/О СМС-О СЕБЕ0993145059ПРИ,2012,14,May,May,Monday,weekday
596,2013-04-30 23:10:00,ПРИВНТ ЛЮБИМЫЙ У НАС ВСЕ НОРМАЛЬНО ТЫ ЕДИНСТВЕНАЯ НАША МЕЧТА СПОКИ НОКИ,2013,30,April,April,Tuesday,weekday
597,2013-03-28 01:26:00,норм м пригл сейчас в гости стройную девушку на виски 0676188118,2013,28,March,March,Thursday,weekday
598,2012-09-26 01:01:00,П. 20 Л. ПАЗНАКОМЕЦА С ДЕВУШКОЙ ДЛЯ С/О С ДНЕПРА 0939865356.,2012,26,September,September,Wednesday,weekday
599,2013-02-26 23:50:00,Янка привет тебе по Жовтневке думаю ты скоро будешь дома.,2013,26,February,February,Tuesday,weekday
600,2013-03-22 01:31:00,Користувач Гіcть зажадав проголосувати ЗА кліп  але неправильно вказав код кліпу.,2013,22,March,March,Friday,weekday
601,2014-12-03 00:09:00,М!полная свобода и независимость никакой шизы ))) 0999266285 СМС!,2014,3,December,December,Wednesday,weekday
602,2015-01-08 00:38:00,Познакомлюсь с девушкой 050 992 99 08,2015,8,January,January,Thursday,weekday
603,2016-02-27 01:24:00,МОЛОДОЙ ПАРЕНЬ ПОЗНАКОМИТСЯ С ГОРЯЧЕЙ ДЕВУШКОЙ/ЖЕНЩИНОЙ,2016,27,February,February,Saturday,weekend
604,2012-08-13 01:25:00,115,2012,13,August,August,Monday,weekday
605,2016-09-02 23:27:00,ВЗРОСЛЫЙ МУЖЧИНА ПООБЩАЕТСЯ С ДЕВОЧКОЙ 0730822496,2016,2,September,September,Friday,weekday
606,2014-09-27 00:44:00,.М43.СИМПТ.БЕЗ.В/П.ДЛЯ.СТРОЙН.Д/Ж.БЕЗ.КОМПЛЕКС.0638242538,2014,27,September,September,Saturday,weekend
607,2016-04-18 23:44:00,Приятный мужчина пригласит в гости пару МЖ. Для приятной ночи! 0676189975,2016,18,April,April,Monday,weekday
608,2013-02-02 01:50:00,юличка прасти меня,2013,2,February,February,Saturday,weekend
609,2013-10-20 00:53:00,общительный и веселый парень познакомится с девушкой до20 0931068419,2013,20,October,October,Sunday,weekend
610,2014-12-28 00:58:00,есть не скромная девушка? 063 2 431 431,2014,28,December,December,Sunday,weekend
611,2015-09-02 00:44:00,П28л ищу сипот.послушную девушку.зв0631903359,2015,2,September,September,Wednesday,weekday
612,2012-10-30 01:22:00,Лора  нельзя так ТУПИТЬ!!!!,2012,30,October,October,Tuesday,weekday
613,2015-03-12 01:01:00,СИМП М. Шукае жiнку для життя 0957219404 СМС СМС,2015,12,March,March,Thursday,weekday
614,2016-02-12 00:41:00,П+П 06852691 СМС,2016,12,February,February,Friday,weekday
615,2013-02-11 01:11:00,знакомлюсь с парнем. Я парень 28 лет. 0***,2013,11,February,February,Monday,weekday
616,2014-02-27 01:00:00,Леся 25 ищу парня для и.о,2014,27,February,February,Thursday,weekday
617,2013-02-13 00:32:00,если я не ошибаюсь то сибири!я даже фильм такой смотрела!,2013,13,February,February,Wednesday,weekday
618,2016-12-24 22:34:00,М. познакомлюсь с девушкой угощю вкусным кофе 063 101 11 32 звоните,2016,24,December,December,Saturday,weekend
